id,category_id,name_ar,name_ku,description_ar,description_ku,brand,sku,price,compare_price,stock,image_url,is_active,is_featured,created_at,updated_at,vendor_id,badges,expiry_date,clearance_kind,stocked_since,batch_no,catalog_item_id,reward_multiplier,reward_bonus_points
ca7cb17e-1c8c-483b-a2f3-71065d2c4917,5868c47f-4785-49bb-8f87-56735ff83592,كومبوزيت Filtek Z350 XT حقنة 4غم,کۆمپۆزیتی Filtek Z350 XT ٤گم,كومبوزيت نانو للترميم الأمامي والخلفي، حقنة 4 غرام.,کۆمپۆزیتی نانۆ بۆ ڕێستۆری پێشەوە و دواوە، ٤ گرام.,3M,DEMO-FILTEK-WAL,29000.00,41000.00,10,/images/p-composite.jpg,t,f,2026-08-22 04:32:13.964864+00,2026-08-22 04:32:13.964864+00,5581377c-f475-42e6-a8ce-89e64a1c95ba,{},,none,,,34e662f8-6692-4c0e-82a2-5c59d35c7032,1,0
516ec8bf-ff24-4cea-84d8-477570bf8262,9f0bd8cc-a30b-44d2-b298-76670f74723a,طقم أدوات فحص الأسنان,سێتی ئامێری پشکنینی ددان,طقم ستانلس ستيل 5 قطع,سێتی ستەینلێس ستیل ٥ پارچە,DentPro,DP-1001,45000.00,60000.00,40,/images/p-instruments-set.jpg,t,t,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},,none,,,832a7a58-c871-4e87-8119-4bf96af8eb15,1,0
4cf627d0-d0fc-4096-b901-b0b3c08f42d9,51cca89f-6cb4-4656-ae22-354da2f9ed55,قفازات نتريل بدون بودرة (100 حبة),دەستکێشی نایترایل بێ پۆدرە (١٠٠ دانە),قفازات فحص نتريل خالية من البودرة، عبوة 100 حبة.,دەستکێشی پشکنینی نایترایل بێ پۆدرە، پاکەتی ١٠٠ دانە.,3M,DEMO-NITRILE-WAL,11000.00,23000.00,10,/images/p-gloves.jpg,t,f,2026-08-22 04:32:13.964864+00,2026-08-22 04:32:13.964864+00,5581377c-f475-42e6-a8ce-89e64a1c95ba,{},,none,,,71b50e12-8fcd-4115-9945-4cc01f53fb0c,1,0
84ebbb42-5a43-46c1-aebd-45eb57658279,9f0bd8cc-a30b-44d2-b298-76670f74723a,ملقط جراحي مستقيم,مقاشی نەشتەرگەری ڕاست,ملقط عالي الدقة,مقاشی وردی بەرز,DentPro,DP-1002,18000.00,25000.00,60,/images/p-forceps.jpg,t,f,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},,none,,,71a5be5a-0e46-4b18-ac7c-7fdd771cf6c7,1,0
45839fde-4d23-4098-9588-bed9f366bc4b,,"Test + 20,000","Test + 20,000","","",GC,"",5000.00,1000.00,1,,t,f,2026-08-21 10:05:21.223869+00,2026-08-22 04:25:05.423884+00,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,"{limited,gift,hot,premium,discount,freeship,special,trending,new,bestseller}",,none,,,eb577a0d-20b4-4557-86d2-8e90d74f6768,1,0
818cfc1d-807b-463c-a3e1-224694a7c035,fa22af05-590d-48b6-b065-7318f2e84ea7,ضوء تصليب LED,ڕووناکی توندکردنی LED,بطارية طويلة الأمد,باتریی دوورخایەن,MediTech,MT-5002,148000.00,240000.00,12,/images/p-curing-light.jpg,t,f,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},,outlet,2025-06-21,,121a2a74-6104-4892-a0d8-e8eadc7fa984,1,0
c174ef26-f847-400b-8964-9dca54d87f94,e121d991-00b7-414b-9c46-7cee49ca68e4,كمبوزيت Filtek Z350 XT,کۆمپۆزیتی Filtek Z350 XT,"","",3M,3M-001,68000.00,85000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,a6a77cdd-7635-4a63-bcc1-0d519644a63a,1,0
a6311b7d-4deb-4214-9136-44e31937e95e,,GC luting cement,GC luting cement,"","",GC,"",25000.00,100000.00,50,https://www.gc.dental/sea/sites/sea.gc.dental/files/products/images/gold%20label%201.jpg,t,f,2026-08-21 13:59:13.030582+00,2026-08-22 09:23:09.742363+00,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,{trending},2026-12-31,near_expiry,,,2cf722fe-49b8-4fa6-b518-092fab9b5289,1,0
42906d72-850b-4cce-b05c-a933f3f845ab,e121d991-00b7-414b-9c46-7cee49ca68e4,Rebase II مادة إعادة قاعدة,Rebase II مادەی بنکەی نوێ,"","",Tokuyama,TOKU-005,88000.00,105000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,0b51ba61-b038-4b2e-a611-d3e3d1113859,1,0
1166a3e2-55ed-4924-9f78-edf0742a2c61,51cca89f-6cb4-4656-ae22-354da2f9ed55,كمامات طبية (50),ماسکی پزیشکی (٥٠),ثلاث طبقات,سێ چین,SafeHand,SH-4002,8000.00,12000.00,300,/images/p-masks.jpg,t,f,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},,none,,,f32dea6b-802c-4761-b327-3fbcb218ffb2,1,0
bd1baebf-6a02-4655-b105-26ba718a3f40,fa22af05-590d-48b6-b065-7318f2e84ea7,جهاز تعقيم أوتوكلاف 18 لتر,ئامێری دەرمانکردن ئۆتۆکلاڤ ١٨ لیتر,تعقيم سريع وآمن,دەرمانکردنی خێرا و سەلامەت,MediTech,MT-5001,1160000.00,1800000.00,5,/images/p-autoclave.jpg,t,t,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,"{premium,hot,new,freeship}",,outlet,2025-06-21,,dd74a861-8c72-4f1f-bc7f-26338743b033,1,0
7cdeb3b4-5a9e-4981-b8d2-f1afd9b2ef88,e121d991-00b7-414b-9c46-7cee49ca68e4,لاصق Scotchbond Universal,بەستەری Scotchbond Universal,"","",3M,3M-002,92000.00,115000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,410c77e6-8dfe-42e2-84fb-928376edf0dc,1,0
ef48a377-f389-4029-b08e-2e3a64edc484,e121d991-00b7-414b-9c46-7cee49ca68e4,أسمنت RelyX Luting,سیمێنتی RelyX Luting,"","",3M,3M-003,74000.00,89000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,bf57b0aa-d88d-4e14-8d6c-51c80a890f68,1,0
81f5bf17-98de-4003-b2cd-04b82182b001,e121d991-00b7-414b-9c46-7cee49ca68e4,شرائط تلميع Sof-Lex,تەیپی سافکردنی Sof-Lex,"","",3M,3M-004,26000.00,32000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,9357a8c2-e318-41f6-809e-1778e3bd781c,1,0
7e0e93a1-c6bc-4adb-bc7e-bb75c1dbcbd5,e121d991-00b7-414b-9c46-7cee49ca68e4,مادة طبعة Imprint 4,مادەی وەرگرتنی Imprint 4,"","",3M,3M-005,130000.00,158000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,56ed9e08-6a9b-4beb-9309-db82b45ed82c,1,0
4a3202e3-572a-4aea-993c-70b8506c7b44,e121d991-00b7-414b-9c46-7cee49ca68e4,كمبوزيت GC G-aenial,کۆمپۆزیتی GC G-aenial,"","",GC,GC-001,62000.00,78000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,29bee5a9-c1f8-4f9b-a1da-01d17948d060,1,0
92fa1363-e1f5-49c9-aaa0-1aaef7db57a9,e121d991-00b7-414b-9c46-7cee49ca68e4,أسمنت Fuji II LC,سیمێنتی Fuji II LC,"","",GC,GC-002,84000.00,99000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,281c8e13-a3eb-4a80-b429-8891e401dc35,1,0
b39acf4e-ba43-4102-82ae-49fb23ef7b06,e121d991-00b7-414b-9c46-7cee49ca68e4,حشوة Fuji IX GP,پڕکەرەی Fuji IX GP,"","",GC,GC-003,58000.00,71000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,6536a5a2-acb2-4fe7-b213-ad5452a5efa7,1,0
783e85b1-55e7-4475-8660-a91ff8a9e01b,e121d991-00b7-414b-9c46-7cee49ca68e4,لاصق G-Premio Bond,بەستەری G-Premio Bond,"","",GC,GC-004,96000.00,120000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,7a8221bd-fdaa-48d4-b974-3fea5f0baeab,1,0
47450476-7029-4f57-a932-213a59f79a12,e121d991-00b7-414b-9c46-7cee49ca68e4,ورنيش MI Varnish,ڤارنیشی MI Varnish,"","",GC,GC-005,45000.00,55000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,fde6e8bb-82f3-4988-bd74-305d262edbcc,1,0
390f2e3a-4a5c-4017-b729-f5445b9948bd,e121d991-00b7-414b-9c46-7cee49ca68e4,كمبوزيت Estelite Sigma Quick,کۆمپۆزیتی Estelite Sigma Quick,"","",Tokuyama,TOKU-001,72000.00,90000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,f4358c13-fbd1-4459-826b-2bdac1c0b7a8,1,0
7e49cab2-673f-4f6e-a4f8-c9c76787ad52,e121d991-00b7-414b-9c46-7cee49ca68e4,لاصق Tokuyama Universal Bond,بەستەری Tokuyama Universal Bond,"","",Tokuyama,TOKU-002,98000.00,118000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,2b55bd5a-9d5a-4f13-8168-751d1b4d57fd,1,0
87b976dd-c639-4087-bfa4-4fda79da8422,e121d991-00b7-414b-9c46-7cee49ca68e4,أسمنت Estecem II,سیمێنتی Estecem II,"","",Tokuyama,TOKU-003,112000.00,135000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,05279a56-bb16-43d5-adf0-3c8e29327592,1,0
0e46b91c-e043-493d-aad0-810a44bac92b,e121d991-00b7-414b-9c46-7cee49ca68e4,Estelite Bulk Fill Flow,Estelite Bulk Fill Flow,"","",Tokuyama,TOKU-004,76000.00,92000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,5b9f0918-aee3-41f0-b43f-05a5b7812f63,1,0
46c389b4-6013-4d01-ae20-7916f53d0c84,51cca89f-6cb4-4656-ae22-354da2f9ed55,قفازات نتريل (100),دەستکێشی نایترایل (١٠٠),خالية من البودرة,بێ پۆدرە,SafeHand,SH-4001,15000.00,20000.00,200,/images/p-gloves.jpg,t,t,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,"{special,new,bestseller,trending}",,none,,,3bc4dbf3-e4ad-4bdb-b93d-70e81c9ee646,1,0
8768f077-4f09-40e8-9613-bf432f2e55bc,e121d991-00b7-414b-9c46-7cee49ca68e4,كومبوزيت ضوئي A2,کۆمپۆزیتی ڕووناکی A2,حشوة ضوئية عالية الجودة,پرکردنەوەی ڕووناکی کوالیتی بەرز,ShineFill,SF-2001,72000.00,95000.00,25,/images/p-composite.jpg,t,t,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},2026-11-21,near_expiry,,B1001,03a9f5f7-e53f-46f4-85e4-cedc7d8267b8,1,0
39ac8de7-b865-4dd6-a29c-5017fee85c55,e121d991-00b7-414b-9c46-7cee49ca68e4,أسمنت زجاجي,سیمانی شووشەیی,لاصق للحشوات الدائمة,لکێنەر بۆ پرکردنەوەی هەمیشەیی,ShineFill,SF-2002,54000.00,67500.00,30,/images/p-cement.jpg,t,f,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},2027-02-21,near_expiry,,B1002,c9d6bde7-e51a-4599-91b3-5c7adfad5aa7,1,0
fb8fa217-7cc5-4bed-9076-bc4960083735,ba523618-8705-4b72-aa81-52409b0c94f9,حاصرات تقويم معدنية,براکێتی مەتەلی ڕێکخستن,طقم كامل 20 حاصرة,سێتی تەواو ٢٠ براکێت,OrthoLine,OL-3001,120000.00,150000.00,15,/images/p-ortho.jpg,t,t,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},2027-07-21,near_expiry,,B1003,73349814-e24a-4adb-8594-6be6de51dd08,1,0
d26e22c8-60cd-4225-a65e-5ec04bf2d43d,ba523618-8705-4b72-aa81-52409b0c94f9,أسلاك تقويم NiTi,وایەری NiTi,مرونة عالية,نەرمی بەرز,OrthoLine,OL-3002,17600.00,30000.00,80,/images/p-ortho.jpg,t,f,2026-08-19 09:29:21.208405+00,2026-08-22 04:25:05.423884+00,,{},2026-09-21,outlet,2025-06-21,B1004,b8a875de-da5e-4f46-8c7a-5648b3408973,1,0
c4d02211-e145-4b50-8021-86b8233f0ff4,e121d991-00b7-414b-9c46-7cee49ca68e4,لاصق All-Bond Universal,بەستەری All-Bond Universal,"","",BISCO,BISC-001,95000.00,119000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,67d6d31b-8c93-4490-8aad-4af7206c44a5,1,0
f30a62d8-d303-47a6-bd9f-d1a210d9d9f0,e121d991-00b7-414b-9c46-7cee49ca68e4,أسمنت Duo-Link Universal,سیمێنتی Duo-Link Universal,"","",BISCO,BISC-002,86000.00,104000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,f916c21a-7234-4631-b088-47d78d7e937f,1,0
378dbe22-549f-49a4-b3a4-6285c5633451,e121d991-00b7-414b-9c46-7cee49ca68e4,Core-Flo DC Lite,Core-Flo DC Lite,"","",BISCO,BISC-003,69000.00,82000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,571d70b5-1f39-4f59-ae0c-7bce20acb852,1,0
0818c320-1f68-4737-ba32-2dfdf0259bb9,e121d991-00b7-414b-9c46-7cee49ca68e4,Porcelain Bonding Resin,Porcelain Bonding Resin,"","",BISCO,BISC-004,73000.00,88000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,96b52e1b-b5d7-4bd7-be28-3feeb1c90acc,1,0
c15532f2-c0a0-49ff-878b-f34d89126e21,e121d991-00b7-414b-9c46-7cee49ca68e4,Select HV Etch جل حفر,جێلی هەڵکۆڵینی Select HV Etch,"","",BISCO,BISC-005,31000.00,39000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,beaf2094-25ae-4e71-b762-5d0edcc98318,1,0
c4f996ea-8128-4f5f-a61d-17030fc95650,51cca89f-6cb4-4656-ae22-354da2f9ed55,قفازات فحص نتريل,دەستکێشی نیتریل,"","",Orodeka,OROD-001,9000.00,13000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,528aa02f-4e81-401b-b39d-041589dd6c2c,1,0
468c1afc-4df5-48be-9196-716b76c2e5a8,51cca89f-6cb4-4656-ae22-354da2f9ed55,كمامات جراحية 3 طبقات,ماسکی نەشتەرگەری ٣ چین,"","",Orodeka,OROD-002,7000.00,10000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,dfe2fd04-201e-484f-ae6b-dd17a84f52f6,1,0
675cb859-e55d-446e-871b-44cfadfd3de9,51cca89f-6cb4-4656-ae22-354da2f9ed55,أكواب بلاستيك للمريض,جامی پلاستیکی نەخۆش,"","",Orodeka,OROD-003,6000.00,9000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,1ccbe2d3-113b-4732-aa6e-aa369a23652b,1,0
56ab515e-8fdd-4e5d-8b7d-e64e92339761,51cca89f-6cb4-4656-ae22-354da2f9ed55,مناديل عيادة مقاومة للماء,دەستەڕۆی کلینیک,"","",Orodeka,OROD-004,8000.00,11000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,27c04f61-48d5-4c91-a3bc-0b4e5dc67732,1,0
6e4f3fbb-a9cd-4ed1-acbc-13a04a0500b5,51cca89f-6cb4-4656-ae22-354da2f9ed55,شفاطات لعاب,ڕاکێشەری لەتەف,"","",Orodeka,OROD-005,7500.00,11000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,8026c6d4-2f0b-4d2c-aa67-ce395f5de935,1,0
6750a90e-50b8-4674-9a6e-c3d690cf5ff4,fa22af05-590d-48b6-b065-7318f2e84ea7,جهاز موتور علاج جذور E-Connect S,ئامێری موتۆری ڕیشە E-Connect S,"","",Eighteeth,EIGH-001,420000.00,510000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,f58ecc8b-bac3-4d6a-bd10-3f0651ba44a6,1,0
daf8a38b-d20e-4b17-a0e4-2c03af2c351b,fa22af05-590d-48b6-b065-7318f2e84ea7,جهاز أبيكس Apex Locator,ئامێری Apex Locator,"","",Eighteeth,EIGH-002,280000.00,340000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,6f7d7ea8-e36c-4b48-b700-4c6e14d03bc4,1,0
d9a7c8e4-1338-4583-a56a-937c624cc0dd,fa22af05-590d-48b6-b065-7318f2e84ea7,ضوء تصليب Curing Pen,لایتی توندکەری Curing Pen,"","",Eighteeth,EIGH-003,190000.00,235000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,95ad86ec-b8ea-4565-b39a-19ed6348610d,1,0
9ce44dbf-a831-4597-a0ef-ff0b7004803f,fa22af05-590d-48b6-b065-7318f2e84ea7,جهاز إندو موتور لاسلكي,موتۆری ئێندۆی بێ وایەر,"","",Eighteeth,EIGH-004,460000.00,560000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,3ab95e5f-855f-4097-8b2a-95b7eef3b937,1,0
b210302d-d375-4b3b-965d-949287a5bec9,fa22af05-590d-48b6-b065-7318f2e84ea7,قياس ذروة مدمج,پێوانەری ڕیشەی بچووک,"","",Eighteeth,EIGH-005,250000.00,299000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,c60245bb-0811-4eb5-a000-b455958d7ab4,1,0
3c6ee561-94be-4bf1-be26-c77beeba9602,9f0bd8cc-a30b-44d2-b298-76670f74723a,مبارد ProTaper Gold,فایلی ProTaper Gold,"","",Dentsply Sirona,DENT-001,145000.00,175000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,67836ba0-b61b-4201-ba6c-359db75b47d6,1,0
093d2616-e8a1-448d-bc49-d337a6e34b28,9f0bd8cc-a30b-44d2-b298-76670f74723a,كمبوزيت SDR flow+,کۆمپۆزیتی SDR flow+,"","",Dentsply Sirona,DENT-002,88000.00,108000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,2f9f3572-716e-4127-b4a2-06f45fb5b673,1,0
9914b670-3ede-43ca-99be-06250510e1cb,9f0bd8cc-a30b-44d2-b298-76670f74723a,أسمنت Calibra Universal,سیمێنتی Calibra Universal,"","",Dentsply Sirona,DENT-003,92000.00,112000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,80585e52-ba23-4684-9b5a-f6b94c110abc,1,0
30770a2a-6b9b-4fec-86cb-c523f88af9cc,9f0bd8cc-a30b-44d2-b298-76670f74723a,مبارد WaveOne Gold,فایلی WaveOne Gold,"","",Dentsply Sirona,DENT-004,158000.00,190000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,d03c983d-9d23-4580-8ebe-1abb121e066b,1,0
9891320e-89e6-4790-a9bb-f22f14644a66,9f0bd8cc-a30b-44d2-b298-76670f74723a,مادة طبعة Aquasil,مادەی وەرگرتنی Aquasil,"","",Dentsply Sirona,DENT-005,125000.00,150000.00,25,,t,f,2026-08-19 10:58:25.119305+00,2026-08-22 04:25:05.423884+00,,{},,none,,,241bfed6-3d0c-44fd-a833-413338ecf5f2,1,0
