id,title_ar,title_ku,image_url,link,sort_order,is_active,created_at,slot_key,vendor_id,subtitle_ar,subtitle_ku,cta_ar,cta_ku,bg_color,text_color,starts_at,ends_at
de33a415-3358-4dd1-8f8f-df5f63d11dec,بيسكو أصلي,بیسکۆی ڕەسەن,/images/banner-dental-3.jpg,/vendor/bisco-supply-7d68f8,5,t,2026-08-20 17:25:03.832117+00,home_footer,7d68f829-9d61-47c4-a843-220357f43486,ضمان وفاتورة رسمية,گەرەنتی و پسوڵەی فەرمی,تفاصيل,وردەکاری,"linear-gradient(135deg,#9a3412,#fb923c)",#ffffff,,
54207235-ebd0-47a7-9ce9-c68830279ed1,عروض GC العراق,ئۆفەرەکانی GC عێراق,/images/banner-dental-1.jpg,/vendor/gc-iraq-8c5cef,1,t,2026-08-20 17:25:03.832117+00,home_below_hero,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,خصم حتى 25% على الكومبوزيت,داشکاندن هەتا ٢٥% لەسەر کۆمپۆزیت,تسوق الآن,ئێستا بکڕە,"linear-gradient(135deg,#0b4f9c,#22a7f0)",#ffffff,,
710dfffd-ddc1-4801-b4c2-3b14dcf332fe,GC أصلي 100%,GC ١٠٠% ڕەسەن,/images/banner-dental-2.jpg,/vendor/gc-iraq-8c5cef,3,t,2026-08-20 17:25:03.832117+00,products_top,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,ضمان الوكيل المعتمد,گەرەنتی بریکاری فەرمی,تفاصيل,وردەکاری,"linear-gradient(135deg,#0f172a,#334155)",#ffffff,,
c0192bc0-66aa-4dc0-885d-41cad8fbbd72,أضف GC لسلتك,GC بۆ سەبەتەکەت زیاد بکە,/images/banner-dental-3.jpg,/vendor/gc-iraq-8c5cef,2,t,2026-08-20 17:25:03.832117+00,cart,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,توصيل مجاني للجملة,گەیاندنی خۆڕایی بۆ کۆمەڵە,اكتشف,بزانە,"linear-gradient(135deg,#134e4a,#2dd4bf)",#ffffff,,
a3531410-82d4-4775-ba13-f24be1f6ec7e,أكمل باقة 3M,پاکێجی 3M تەواو بکە,/images/banner-dental-1.jpg,/vendor/3m-dental-hub-9b7ecc,6,t,2026-08-20 17:25:03.832117+00,cart,9b7ecc92-58ea-4e1a-9b15-541739421ee5,خصم إضافي عند الباقة,داشکاندنی زیادە لەگەڵ پاکێج,أضف,زیاد بکە,"linear-gradient(135deg,#b45309,#fbbf24)",#1a1206,,
e266df72-b5a8-40a2-a2c4-b1614a0a3614,3M بأسعار الجملة,3M بە نرخی کۆمەڵە,/images/banner-dental-2.jpg,/vendor/3m-dental-hub-9b7ecc,5,t,2026-08-20 17:25:03.832117+00,products_top,9b7ecc92-58ea-4e1a-9b15-541739421ee5,كلما زادت الكمية قل السعر,بڕی زیاتر، نرخی کەمتر,شاهد الأسعار,نرخەکان ببینە,"linear-gradient(135deg,#046b5c,#3fd0a8)",#ffffff,,
fc2f3482-0627-41ec-b127-4851eeaa1a6a,3M ديلي للعيادات,3M بۆ کلینیکەکان,/images/banner-dental-3.jpg,/vendor/3m-dental-hub-9b7ecc,4,t,2026-08-20 17:25:03.832117+00,home_mid,9b7ecc92-58ea-4e1a-9b15-541739421ee5,باقات جملة موفرة,پاکێجی کۆمەڵەی گونجاو,تسوق الآن,ئێستا بکڕە,"linear-gradient(135deg,#0f172a,#334155)",#ffffff,,
528b3eee-fe5e-4be3-b874-56f9c0afaadf,توصيل لكل العراق,گەیاندن بۆ هەموو عێراق,/images/banner-dental-1.jpg,/vendor/orodeka-depot-e557cc,9,t,2026-08-20 17:25:03.832117+00,home_footer,e557cc88-e944-46eb-be3b-af73d908508e,من أوروديكا ديبو,لە ئۆرۆدیکا دیپۆ,تفاصيل,وردەکاری,"linear-gradient(135deg,#4c1d95,#a78bfa)",#ffffff,,
c795e750-e816-4de6-ab3b-2baf0d2476ca,خصم أوروديكا,داشکاندنی ئۆرۆدیکا,/images/banner-dental-2.jpg,/vendor/orodeka-depot-e557cc,8,t,2026-08-20 17:25:03.832117+00,offers_page,e557cc88-e944-46eb-be3b-af73d908508e,حتى 30% لفترة محدودة,هەتا ٣٠% بۆ ماوەیەکی کورت,شاهد العرض,ئۆفەر ببینە,"linear-gradient(135deg,#9d174d,#fb7185)",#ffffff,,
c8dc5334-53f1-4acf-aee2-e61de533dbfc,أوروديكا للأدوات,ئۆرۆدیکا بۆ ئامێرەکان,/images/banner-dental-3.jpg,/vendor/orodeka-depot-e557cc,7,t,2026-08-20 17:25:03.832117+00,home_below_hero,e557cc88-e944-46eb-be3b-af73d908508e,عروض على الأدوات اليدوية,ئۆفەر لەسەر ئامێری دەستی,تسوق الآن,ئێستا بکڕە,"linear-gradient(135deg,#134e4a,#2dd4bf)",#ffffff,,
