id,user_id,kind,title_ar,title_ku,title_en,body_ar,body_ku,body_en,link,order_id,vendor_id,is_read,created_at,updated_at
b1f0e0cb-874d-4a87-aff3-bff7d5286a1f,08154630-0372-485b-a7c1-92e4b39fdfd1,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,f,2026-08-22 10:40:43.815501+00,2026-08-22 10:40:43.815501+00
e3bcd84a-4257-40ae-ab4c-61a0dbd9b214,12a6e612-65cc-4939-aa4b-7cb49d42bd14,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,f,2026-08-22 10:40:43.815501+00,2026-08-22 10:40:43.815501+00
d02a3cc7-b037-44a7-a8c1-2eb3e1e690e5,3e7f7bdb-15f1-470c-87d5-9079a310b8df,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,f,2026-08-22 10:40:43.815501+00,2026-08-22 10:40:43.815501+00
3200b719-4384-4b69-a04c-abda49913c9a,482cc395-10b3-403f-a565-0415a881d4b8,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,t,2026-08-22 10:40:43.815501+00,2026-08-22 10:41:10.705023+00
72848125-bb4d-42dd-a6cf-50d5decfa1b1,530bd01a-44e9-4239-ad25-83623c03c15d,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,t,2026-08-22 10:40:43.815501+00,2026-08-22 10:41:30.715625+00
5a531f36-1038-4476-b878-b36ae99370ad,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في طلب جديد,بەرهەمێک لە داواکاریی نوێ,Your product was ordered,لديك عنصر جديد بانتظار التجهيز من متجر GC Iraq.,بەرهەمێکی نوێت هەیە بۆ ئامادەکردن لە GC Iraq.,A new item from GC Iraq is waiting to be prepared.,/brand/orders,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 10:37:48.341354+00,2026-08-22 10:44:11.438602+00
7e3bae78-103d-43f1-8b2f-d24866393a57,530bd01a-44e9-4239-ad25-83623c03c15d,order_status,تحديث حالة الطلب,نوێکردنەوەی دۆخی داواکاری,Order status updated,تم تأكيد طلب يحتوي على منتجاتك.,داواکاریێک کە بەرهەمی تۆی تێدایە پەسەند کرا.,An order containing your products was confirmed.,/brand/orders,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 10:07:48.341354+00,2026-08-22 10:49:59.211738+00
0b537b53-985c-4d10-867b-76168e1a222c,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,t,2026-08-22 10:40:43.815501+00,2026-08-22 10:52:52.930514+00
2f57b724-a75c-4792-bfa7-4ba4ab2dc9d9,1ca0d52c-7141-46c5-b222-0a85056da521,announcement,نقاط المكافأة متاحة الآن 🎉,خاڵی خەڵات ئێستا بەردەستە 🎉,Reward Points are live 🎉,اجمع نقاط المكافأة مع كل طلب واستبدلها بخصم مباشر على مشترياتك. 100 نقطة = 1$,لەگەڵ هەر داواکاریێک خاڵی خەڵات کۆبکەرەوە و بیگۆڕە بە داشکاندنی ڕاستەوخۆ. ١٠٠ خاڵ = ١$,Earn Reward Points on every order and redeem them for instant discounts. 100 points = $1,/rewards,,,t,2026-08-22 10:40:43.815501+00,2026-08-22 11:41:20.617952+00
5f4b4dc7-7bb2-42f1-8706-8260d2391d22,530bd01a-44e9-4239-ad25-83623c03c15d,order_paid,تم استلام الدفع,پارەدان وەرگیرا,Payment received,تم دفع طلب يحتوي على منتجات GC Iraq.,پارەی داواکاریێکی GC Iraq درا.,An order with GC Iraq products has been paid.,/brand/accounting,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 09:12:48.341354+00,2026-08-22 10:50:12.492189+00
6884a312-7ddc-44d9-af39-6b96326b0482,530bd01a-44e9-4239-ad25-83623c03c15d,product_review,تقييم جديد (5★),هەڵسەنگاندنی نوێ (5★),New review (5★),حصل أحد منتجاتك على تقييم جديد.,یەکێک لە بەرهەمەکانت هەڵسەنگاندنی نوێ وەرگرت.,One of your products received a new review.,/brand/products,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 07:42:48.341354+00,2026-08-22 10:50:19.706944+00
a8220bca-cb60-4fc9-a561-e8d1fe12f90d,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم تسويق جديدة,خەرجی بازاڕکردنی نوێ,New marketing charge,تمت إضافة رسوم إعلان فلاش إلى فاتورتك.,خەرجی ڕیکلامی فلاش زیادکرا بۆ پسوڵەت.,A flash deal fee was added to your invoice.,/brand/accounting,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 05:42:48.341354+00,2026-08-22 10:50:26.994135+00
82415da3-e5ae-4d20-8de3-a6f6ff701ee1,530bd01a-44e9-4239-ad25-83623c03c15d,reward_sponsored,نقاط مكافأة برعايتك,خاڵی خەڵات بە سپۆنسەری تۆ,Sponsored reward points,قدّمت 120 نقطة مكافأة لعميل على منتجاتك.,١٢٠ خاڵی خەڵاتت پێشکەش کرد بە کڕیارێک.,You sponsored 120 reward points for a customer.,/brand/rewards,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 03:42:48.341354+00,2026-08-22 10:50:33.799+00
0720b8a0-84d7-42a8-ba65-7efc312df610,b2d14ab1-7480-40fe-bc9a-491b52419cfe,announcement,New Orders in way to you ,New Orders in way to you ,New Orders in way to you ,"","","",/products,,,f,2026-08-22 11:08:27.272851+00,2026-08-22 11:08:27.272851+00
05cfd308-39d1-4990-9f9e-b326d96db961,90250baa-f629-449a-a7f0-5d7fc098d793,announcement,New Orders in way to you ,New Orders in way to you ,New Orders in way to you ,"","","",/products,,,f,2026-08-22 11:08:27.272851+00,2026-08-22 11:08:27.272851+00
89d2ded8-c4ac-4cdc-bc0b-4556b912430f,3e7f7bdb-15f1-470c-87d5-9079a310b8df,announcement,New Orders in way to you ,New Orders in way to you ,New Orders in way to you ,"","","",/products,,,f,2026-08-22 11:08:27.272851+00,2026-08-22 11:08:27.272851+00
44a1e5ed-b82b-4526-8c1f-8f5054ae0b9d,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,announcement,New Orders in way to you ,New Orders in way to you ,New Orders in way to you ,"","","",/products,,,t,2026-08-22 11:08:27.272851+00,2026-08-22 11:08:42.032466+00
8902f7f0-3119-4e45-8282-fa57bc69a8ec,8d4a489a-d01b-41e6-b137-4d54fec1490e,order_item_new,منتج مطلوب في الطلب #54,بەرهەمێکت داواکراوە #54,Your product was ordered #54,لاصق أسنان Orodeka × 3,لینکی ددان Orodeka × 3,لاصق أسنان Orodeka × 3,/brand,e3f1656d-5b2f-44ab-a8a1-58e922f43013,e557cc88-e944-46eb-be3b-af73d908508e,f,2026-08-22 12:45:24.217541+00,2026-08-22 12:45:24.217541+00
ee8c35fd-7901-4074-886a-8455ccffae28,8d4a489a-d01b-41e6-b137-4d54fec1490e,order_item_new,منتج مطلوب في الطلب #54,بەرهەمێکت داواکراوە #54,Your product was ordered #54,سمنت زجاجي Orodeka × 2,سیمێنتی شووشەیی Orodeka × 2,سمنت زجاجي Orodeka × 2,/brand,e3f1656d-5b2f-44ab-a8a1-58e922f43013,e557cc88-e944-46eb-be3b-af73d908508e,f,2026-08-22 12:45:24.217541+00,2026-08-22 12:45:24.217541+00
7252f5ca-dc4a-4558-8e55-97a46bb84f78,08154630-0372-485b-a7c1-92e4b39fdfd1,order_item_new,منتج مطلوب في الطلب #54,بەرهەمێکت داواکراوە #54,Your product was ordered #54,كومبوزيت حقنة 3M × 3,کۆمپۆزیتی سیرینج 3M × 3,كومبوزيت حقنة 3M × 3,/brand,e3f1656d-5b2f-44ab-a8a1-58e922f43013,9b7ecc92-58ea-4e1a-9b15-541739421ee5,f,2026-08-22 12:45:24.217541+00,2026-08-22 12:45:24.217541+00
4c246912-9367-4e4e-bc49-f6cfbc26ca26,8d4a489a-d01b-41e6-b137-4d54fec1490e,order_item_new,منتج مطلوب في الطلب #54,بەرهەمێکت داواکراوە #54,Your product was ordered #54,كومبوزيت حقنة Orodeka × 2,کۆمپۆزیتی سیرینج Orodeka × 2,كومبوزيت حقنة Orodeka × 2,/brand,e3f1656d-5b2f-44ab-a8a1-58e922f43013,e557cc88-e944-46eb-be3b-af73d908508e,f,2026-08-22 12:45:24.217541+00,2026-08-22 12:45:24.217541+00
13b1886b-c07d-42c7-b9db-85f7cd8ef5f1,b3140340-bcc3-4968-994b-6a95f3fb4288,order_placed,تم استلام طلبك #54,داواکاریت وەرگیرا #54,Order #54 received,سنبلغك عند تأكيد الطلب.,کاتی پەسەندکردن ئاگادارت دەکەینەوە.,We will notify you once it is confirmed.,/orders/e3f1656d-5b2f-44ab-a8a1-58e922f43013,e3f1656d-5b2f-44ab-a8a1-58e922f43013,,t,2026-08-22 12:45:23.944101+00,2026-08-22 12:45:45.614639+00
06ec5755-5fd9-4a5f-bc9a-395cc0d4440f,530bd01a-44e9-4239-ad25-83623c03c15d,settlement,كشف حساب جديد,لێکدانەوەی نوێی حەساب,New settlement statement,كشف حساب الشهر جاهز للمراجعة.,لێکدانەوەی مانگانە ئامادەیە بۆ پێداچوونەوە.,Your monthly settlement statement is ready.,/brand/accounting,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-21 08:02:48.341354+00,2026-08-22 12:50:15.900872+00
99910ef1-b19b-41d6-b2cd-ffe337e7ae87,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: premium,کرێی نوێ: premium,New charge: premium,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 13:56:43.65949+00,2026-08-22 13:57:41.357835+00
4faed489-db98-40c3-aa41-707808db7353,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: bestseller,کرێی نوێ: bestseller,New charge: bestseller,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 13:56:43.65949+00,2026-08-22 13:57:47.36928+00
36a893cf-4ec0-4310-9187-0e5e20e44941,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_paid,تم تأكيد الدفع #55,پارەدان پەسەند کرا #55,Payment received #55,"","","",/orders/25a841a6-43f6-4cb8-a8e2-bb2107d71cce,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,,t,2026-08-22 14:05:58.906175+00,2026-08-22 14:12:43.806508+00
bd52f391-bdc6-4509-bd3b-984c6964587a,1ca0d52c-7141-46c5-b222-0a85056da521,order_new,طلب جديد #54,داواکاری نوێ #54,New order #54,ba_trading Ba — Slemani,ba_trading Ba — Slemani,ba_trading Ba — Slemani,/admin,e3f1656d-5b2f-44ab-a8a1-58e922f43013,,t,2026-08-22 12:45:23.944101+00,2026-08-22 15:16:57.189149+00
d2e8654f-8b12-4154-8dab-34555ca93125,1ca0d52c-7141-46c5-b222-0a85056da521,order_new,طلب جديد #55,داواکاری نوێ #55,New order #55,د. بەهزاد کاکە — سلێمانی,د. بەهزاد کاکە — سلێمانی,د. بەهزاد کاکە — سلێمانی,/admin,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,,t,2026-08-22 13:59:59.432289+00,2026-08-22 15:16:57.189149+00
be58a73d-cb16-4484-bc38-b61152f4b803,530bd01a-44e9-4239-ad25-83623c03c15d,stock_low,تنبيه: مخزون منخفض,ئاگادارکردنەوە: کۆگا کەمە,Low stock alert,بقي 3 قطع فقط من أحد منتجاتك.,تەنها ٣ دانە ماوە لە یەکێک لە بەرهەمەکانت.,Only 3 units left of one of your products.,/brand/products,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 00:42:48.341354+00,2026-08-22 15:19:39.013842+00
ff27ae85-c1bd-405d-bfa1-fbd88cfe85e0,530bd01a-44e9-4239-ad25-83623c03c15d,order_paid,طلب مدفوع #55,داواکاری پارەدراو #55,Paid order #55,"","","",/brand,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 14:05:58.906175+00,2026-08-22 15:19:39.013842+00
b539d05c-0fcd-402a-8cc5-02863e298a0c,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_placed,تم استلام طلبك #55,داواکاریت وەرگیرا #55,Order #55 received,سنبلغك عند تأكيد الطلب.,کاتی پەسەندکردن ئاگادارت دەکەینەوە.,We will notify you once it is confirmed.,/orders/25a841a6-43f6-4cb8-a8e2-bb2107d71cce,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,,t,2026-08-22 13:59:59.432289+00,2026-08-22 14:12:19.199254+00
0e4ca041-6db8-431a-b057-2bbe844c6346,530bd01a-44e9-4239-ad25-83623c03c15d,expiry_soon,منتجات قريبة الانتهاء,بەرهەمی نزیک بە بەسەرچوون,Products near expiry,منتجان يقتربان من تاريخ الانتهاء — أضف خصم تصفية.,دوو بەرهەم لە بەسەرچوون نزیکن — داشکاندنی ڕیفراش زیاد بکە.,Two products are nearing expiry — add a clearance discount.,/brand/products,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-21 19:42:48.341354+00,2026-08-22 15:19:39.013842+00
fb0ef6b2-8fb2-46b4-82e3-655c991f31bf,530bd01a-44e9-4239-ad25-83623c03c15d,promo_ending,عرضك ينتهي قريبًا,پێشکەشەکەت بەم زووانە کۆتایی دێت,Your promo ends soon,ينتهي عرض الفلاش الخاص بك بعد 24 ساعة.,پێشکەشی فلاشەکەت دوای ٢٤ کاتژمێر کۆتایی دێت.,Your flash deal ends in 24 hours.,/brand/promos,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-21 14:42:48.341354+00,2026-08-22 15:19:39.013842+00
9dabe4f6-c6cd-4ea6-b333-765d20619052,530bd01a-44e9-4239-ad25-83623c03c15d,order_status,تحديث حالة الطلب #55,نوێکردنەوەی داواکاری #55,Order #55 updated,الحالة: confirmed,دۆخ: confirmed,Status: confirmed,/brand,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,t,2026-08-22 14:14:55.620829+00,2026-08-22 15:19:39.013842+00
7653abf1-5148-4c93-b748-cddab6adc6b7,6222e960-a6e5-472f-a4ce-c55f4d2ec4cb,order_confirmed,تم تأكيد طلبك #55,داواکاریت پەسەند کرا #55,Order #55 confirmed,جارٍ التحضير للتوصيل.,ئامادە دەکرێت بۆ گەیاندن.,It is being prepared for delivery.,/orders/25a841a6-43f6-4cb8-a8e2-bb2107d71cce,25a841a6-43f6-4cb8-a8e2-bb2107d71cce,,t,2026-08-22 14:14:55.620829+00,2026-08-22 17:25:47.372436+00
93da9190-24c7-4512-b16f-0c6c25c6731f,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,GC luting cement × 1,GC luting cement × 1,GC luting cement × 1,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
935d715e-ba02-4b11-8132-53872882ff6f,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,"Test + 20,000 × 1","Test + 20,000 × 1","Test + 20,000 × 1",/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
c2bcfa11-2ab4-4133-9ac2-05051a34e606,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,سمنت زجاجي GC × 1,سیمێنتی شووشەیی GC × 1,سمنت زجاجي GC × 1,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
4c85c025-929c-41fb-996c-4f03cd179d85,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,لاصق أسنان GC × 1,لینکی ددان GC × 1,لاصق أسنان GC × 1,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
8ae52ca5-1f2b-495f-90d1-5a398cf3b48e,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,مثقب ألماسي GC × 1,بۆری ئەڵماس GC × 1,مثقب ألماسي GC × 1,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
c9156491-c2ef-47b9-aa76-4596707312aa,530bd01a-44e9-4239-ad25-83623c03c15d,order_item_new,منتج مطلوب في الطلب #56,بەرهەمێکت داواکراوە #56,Your product was ordered #56,أسلاك تقويم GC × 1,تەلی ڕێکخستن GC × 1,أسلاك تقويم GC × 1,/brand,ed7429ad-6b87-40db-b275-0f61d3038df2,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:32:07.80432+00,2026-08-23 10:32:07.80432+00
ea344f9c-590e-4b2b-af37-32de980a573c,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: gift,کرێی نوێ: gift,New charge: gift,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
5feb1e5b-5c9b-4df0-89be-81815b6318b8,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: new,کرێی نوێ: new,New charge: new,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
41ad49db-9616-42fd-9f49-6b2ef3409f2b,530bd01a-44e9-4239-ad25-83623c03c15d,vendor_charge,رسوم جديدة: bestseller,کرێی نوێ: bestseller,New charge: bestseller,490 IQD,490 IQD,490 IQD,/brand,,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,f,2026-08-23 10:51:03.684997+00,2026-08-23 10:51:03.684997+00
