id,match_key,name_ar,name_ku,description_ar,description_ku,brand,sku,image_url,category_id,created_at,updated_at
d80f220d-f783-4bc9-b6d3-79ebe4f46165,3m|أسلاك تقويم 3m,أسلاك تقويم 3M,تەلی ڕێکخستن 3M,أسلاك تقويم أصلي من 3M — جودة عالية وسعر جملة.,تەلی ڕێکخستن ڕەسەن لە 3M — کوالیتی باش و نرخی کۆ.,3M,3M-1007,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
5d61fe34-4841-4fa9-91d2-2b30dcbd08d3,bisco|كمامات طبية bisco,كمامات طبية Bisco,دەمامکی پزیشکی Bisco,كمامات طبية أصلي من Bisco — جودة عالية وسعر جملة.,دەمامکی پزیشکی ڕەسەن لە Bisco — کوالیتی باش و نرخی کۆ.,Bisco,BISCO-1005,/images/p-masks.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
519ef510-f30a-4143-9a00-440057dc2362,gc|مثقب ألماسي gc,مثقب ألماسي GC,بۆری ئەڵماس GC,مثقب ألماسي أصلي من GC — جودة عالية وسعر جملة.,بۆری ئەڵماس ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1003,/images/p-instruments-set.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
3166f8c5-a919-49b9-be15-7b6a4d02e85b,bisco|كومبوزيت حقنة bisco,كومبوزيت حقنة Bisco,کۆمپۆزیتی سیرینج Bisco,كومبوزيت حقنة أصلي من Bisco — جودة عالية وسعر جملة.,کۆمپۆزیتی سیرینج ڕەسەن لە Bisco — کوالیتی باش و نرخی کۆ.,Bisco,BISCO-1000,/images/p-composite.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
67d6d31b-8c93-4490-8aad-4af7206c44a5,bisco|لاصق all-bond universal,لاصق All-Bond Universal,بەستەری All-Bond Universal,"","",BISCO,BISC-001,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
65f89025-ffd1-4fb0-a8fd-1425848bf1ae,bisco|لاصق أسنان bisco,لاصق أسنان Bisco,لینکی ددان Bisco,لاصق أسنان أصلي من Bisco — جودة عالية وسعر جملة.,لینکی ددان ڕەسەن لە Bisco — کوالیتی باش و نرخی کۆ.,Bisco,BISCO-1002,/images/p-curing-light.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
535b16b7-0b5c-42c4-ad18-59d3e3c03362,bisco|مادة طبعات bisco,مادة طبعات Bisco,کەرەستەی داغکردن Bisco,مادة طبعات أصلي من Bisco — جودة عالية وسعر جملة.,کەرەستەی داغکردن ڕەسەن لە Bisco — کوالیتی باش و نرخی کۆ.,Bisco,BISCO-1009,/images/p-composite.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
aea5ea4d-2029-46d5-ba02-6e35cbf0b066,bisco|مثقب ألماسي bisco,مثقب ألماسي Bisco,بۆری ئەڵماس Bisco,مثقب ألماسي أصلي من Bisco — جودة عالية وسعر جملة.,بۆری ئەڵماس ڕەسەن لە Bisco — کوالیتی باش و نرخی کۆ.,Bisco,BISCO-1003,/images/p-instruments-set.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
832a7a58-c871-4e87-8119-4bf96af8eb15,dentpro|طقم أدوات فحص الأسنان,طقم أدوات فحص الأسنان,سێتی ئامێری پشکنینی ددان,طقم ستانلس ستيل 5 قطع,سێتی ستەینلێس ستیل ٥ پارچە,DentPro,DP-1001,/images/p-instruments-set.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
71a5be5a-0e46-4b18-ac7c-7fdd771cf6c7,dentpro|ملقط جراحي مستقيم,ملقط جراحي مستقيم,مقاشی نەشتەرگەری ڕاست,ملقط عالي الدقة,مقاشی وردی بەرز,DentPro,DP-1002,/images/p-forceps.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
80585e52-ba23-4684-9b5a-f6b94c110abc,dentsply sirona|أسمنت calibra universal,أسمنت Calibra Universal,سیمێنتی Calibra Universal,"","",Dentsply Sirona,DENT-003,,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
2f9f3572-716e-4127-b4a2-06f45fb5b673,dentsply sirona|كمبوزيت sdr flow+,كمبوزيت SDR flow+,کۆمپۆزیتی SDR flow+,"","",Dentsply Sirona,DENT-002,,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
241bfed6-3d0c-44fd-a833-413338ecf5f2,dentsply sirona|مادة طبعة aquasil,مادة طبعة Aquasil,مادەی وەرگرتنی Aquasil,"","",Dentsply Sirona,DENT-005,,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
67836ba0-b61b-4201-ba6c-359db75b47d6,dentsply sirona|مبارد protaper gold,مبارد ProTaper Gold,فایلی ProTaper Gold,"","",Dentsply Sirona,DENT-001,,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
d03c983d-9d23-4580-8ebe-1abb121e066b,dentsply sirona|مبارد waveone gold,مبارد WaveOne Gold,فایلی WaveOne Gold,"","",Dentsply Sirona,DENT-004,,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
6f7d7ea8-e36c-4b48-b700-4c6e14d03bc4,eighteeth|جهاز أبيكس apex locator,جهاز أبيكس Apex Locator,ئامێری Apex Locator,"","",Eighteeth,EIGH-002,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
3ab95e5f-855f-4097-8b2a-95b7eef3b937,eighteeth|جهاز إندو موتور لاسلكي,جهاز إندو موتور لاسلكي,موتۆری ئێندۆی بێ وایەر,"","",Eighteeth,EIGH-004,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
f58ecc8b-bac3-4d6a-bd10-3f0651ba44a6,eighteeth|جهاز موتور علاج جذور e-connect s,جهاز موتور علاج جذور E-Connect S,ئامێری موتۆری ڕیشە E-Connect S,"","",Eighteeth,EIGH-001,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
95ad86ec-b8ea-4565-b39a-19ed6348610d,eighteeth|ضوء تصليب curing pen,ضوء تصليب Curing Pen,لایتی توندکەری Curing Pen,"","",Eighteeth,EIGH-003,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
c60245bb-0811-4eb5-a000-b455958d7ab4,eighteeth|قياس ذروة مدمج,قياس ذروة مدمج,پێوانەری ڕیشەی بچووک,"","",Eighteeth,EIGH-005,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
2cf722fe-49b8-4fa6-b518-092fab9b5289,gc|gc luting cement,GC luting cement,GC luting cement,"","",GC,"",https://www.gc.dental/sea/sites/sea.gc.dental/files/products/images/gold%20label%201.jpg,,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
eb577a0d-20b4-4557-86d2-8e90d74f6768,"gc|test + 20,000","Test + 20,000","Test + 20,000","","",GC,"",,,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
c3833004-bd64-4c20-846b-282fca2e4871,gc|أسلاك تقويم gc,أسلاك تقويم GC,تەلی ڕێکخستن GC,أسلاك تقويم أصلي من GC — جودة عالية وسعر جملة.,تەلی ڕێکخستن ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1007,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
281c8e13-a3eb-4a80-b429-8891e401dc35,gc|أسمنت fuji ii lc,أسمنت Fuji II LC,سیمێنتی Fuji II LC,"","",GC,GC-002,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
24670b78-f340-49a0-bb9d-7ab44a9a5b9f,gc|جهاز تعقيم gc,جهاز تعقيم GC,ئامێری پاککردنەوە GC,جهاز تعقيم أصلي من GC — جودة عالية وسعر جملة.,ئامێری پاککردنەوە ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1008,/images/p-autoclave.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
6536a5a2-acb2-4fe7-b213-ad5452a5efa7,gc|حشوة fuji ix gp,حشوة Fuji IX GP,پڕکەرەی Fuji IX GP,"","",GC,GC-003,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
cc62f278-f84f-4982-ad78-dc1f7f2b6419,gc|سمنت زجاجي gc,سمنت زجاجي GC,سیمێنتی شووشەیی GC,سمنت زجاجي أصلي من GC — جودة عالية وسعر جملة.,سیمێنتی شووشەیی ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1001,/images/p-cement.jpg,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
29bee5a9-c1f8-4f9b-a1da-01d17948d060,gc|كمبوزيت gc g-aenial,كمبوزيت GC G-aenial,کۆمپۆزیتی GC G-aenial,"","",GC,GC-001,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
7e71caca-cf86-438c-a406-0c792c1288fe,gc|كومبوزيت حقنة gc,كومبوزيت حقنة GC,کۆمپۆزیتی سیرینج GC,كومبوزيت حقنة أصلي من GC — جودة عالية وسعر جملة.,کۆمپۆزیتی سیرینج ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1000,/images/p-composite.jpg,9f0bd8cc-a30b-44d2-b298-76670f74723a,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
7a8221bd-fdaa-48d4-b974-3fea5f0baeab,gc|لاصق g-premio bond,لاصق G-Premio Bond,بەستەری G-Premio Bond,"","",GC,GC-004,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
915a89cc-b06e-455b-9dfc-f42736280126,gc|لاصق أسنان gc,لاصق أسنان GC,لینکی ددان GC,لاصق أسنان أصلي من GC — جودة عالية وسعر جملة.,لینکی ددان ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1002,/images/p-curing-light.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
fac596ba-b492-4c28-a9ce-5dfa2dc11f6c,gc|مادة طبعات gc,مادة طبعات GC,کەرەستەی داغکردن GC,مادة طبعات أصلي من GC — جودة عالية وسعر جملة.,کەرەستەی داغکردن ڕەسەن لە GC — کوالیتی باش و نرخی کۆ.,GC,GC-1009,/images/p-composite.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
fde6e8bb-82f3-4988-bd74-305d262edbcc,gc|ورنيش mi varnish,ورنيش MI Varnish,ڤارنیشی MI Varnish,"","",GC,GC-005,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
676a186a-10e6-4077-870f-bdfd0a766d3a,ivoclar|ips e.max بلوكات,IPS e.max بلوكات,بلۆکی IPS e.max,"","",Ivoclar,IVOC-004,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
13abeac9-b654-48aa-bfb3-94a1f727eb83,ivoclar|proxyt معجون تلميع,Proxyt معجون تلميع,پەستەی سافکردنی Proxyt,"","",Ivoclar,IVOC-005,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
32cebd71-355d-4a62-8be1-3ababca16294,ivoclar|أسمنت variolink esthetic,أسمنت Variolink Esthetic,سیمێنتی Variolink Esthetic,"","",Ivoclar,IVOC-003,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
8f67d9d0-6985-487a-942d-d10ee5085b84,ivoclar|كمبوزيت tetric evoceram,كمبوزيت Tetric EvoCeram,کۆمپۆزیتی Tetric EvoCeram,"","",Ivoclar,IVOC-001,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
6f98c288-6627-445b-a119-b17b47ce642c,ivoclar|لاصق adhese universal,لاصق Adhese Universal,بەستەری Adhese Universal,"","",Ivoclar,IVOC-002,,e121d991-00b7-414b-9c46-7cee49ca68e4,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
dd74a861-8c72-4f1f-bc7f-26338743b033,meditech|جهاز تعقيم أوتوكلاف 18 لتر,جهاز تعقيم أوتوكلاف 18 لتر,ئامێری دەرمانکردن ئۆتۆکلاڤ ١٨ لیتر,تعقيم سريع وآمن,دەرمانکردنی خێرا و سەلامەت,MediTech,MT-5001,/images/p-autoclave.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
121a2a74-6104-4892-a0d8-e8eadc7fa984,meditech|ضوء تصليب led,ضوء تصليب LED,ڕووناکی توندکردنی LED,بطارية طويلة الأمد,باتریی دوورخایەن,MediTech,MT-5002,/images/p-curing-light.jpg,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
58e5edc2-4394-42fe-a8f3-a1c585c0416a,nsk|جهاز تنظيف جير varios,جهاز تنظيف جير Varios,ئامێری خاوێنکردنی Varios,"","",NSK,NSK-003,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
64f6c149-eded-46e4-8580-9721329b6031,nsk|قبضة بطيئة nsk student,قبضة بطيئة NSK Student,هەندپیسی هێواشی NSK,"","",NSK,NSK-005,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
ad17a3a0-c61a-4875-bba3-b7f5963f2382,nsk|قبضة زاوية ti-max,قبضة زاوية Ti-Max,هەندپیسی گۆشەیی Ti-Max,"","",NSK,NSK-002,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
1fead66d-abe8-4fb0-b733-698c8e100391,nsk|قبضة سرعة عالية pana max,قبضة سرعة عالية Pana Max,هەندپیسی خێرای Pana Max,"","",NSK,NSK-001,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
577b67da-818c-4c23-8505-374e50053bea,nsk|موتور زرع surgic pro,موتور زرع Surgic Pro,موتۆری چاندنی Surgic Pro,"","",NSK,NSK-004,,fa22af05-590d-48b6-b065-7318f2e84ea7,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
b5291ef8-4ba3-4094-9b30-e2e0d7ff6a5e,orodeka|أسلاك تقويم orodeka,أسلاك تقويم Orodeka,تەلی ڕێکخستن Orodeka,أسلاك تقويم أصلي من Orodeka — جودة عالية وسعر جملة.,تەلی ڕێکخستن ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1007,/images/p-ortho.jpg,ba523618-8705-4b72-aa81-52409b0c94f9,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
1ccbe2d3-113b-4732-aa6e-aa369a23652b,orodeka|أكواب بلاستيك للمريض,أكواب بلاستيك للمريض,جامی پلاستیکی نەخۆش,"","",Orodeka,OROD-003,,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
b4ed51b0-fcd1-489e-82a1-fffa36fb4b66,orodeka|جهاز تعقيم orodeka,جهاز تعقيم Orodeka,ئامێری پاککردنەوە Orodeka,جهاز تعقيم أصلي من Orodeka — جودة عالية وسعر جملة.,ئامێری پاککردنەوە ڕەسەن لە Orodeka — کوالیتی باش و نرخی کۆ.,Orodeka,ORODEKA-1008,/images/p-autoclave.jpg,51cca89f-6cb4-4656-ae22-354da2f9ed55,2026-08-22 04:25:05.423884+00,2026-08-22 04:25:05.423884+00
