id,order_id,product_id,name_ar,name_ku,unit_price,quantity,image_url,vendor_id,fulfillment_status,commission_type,commission_value,commission_amount,commission_scope,bundle_id,accepted_at
5123ac9b-ba09-4acb-94ff-789ed52665d1,2b067149-6c99-44e1-a951-0fcf7808d28b,4f3872e1-8b16-4d1d-8dda-2e4d13684f86,سمنت زجاجي Tokuyama,سیمێنتی شووشەیی Tokuyama,16500.00,2,/images/p-cement.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,3960,percent,,
94fb5232-bc32-44af-8942-d538e403d106,2b067149-6c99-44e1-a951-0fcf7808d28b,89613b1e-c4b4-4f6c-98ca-8d939f384559,قفازات نتريل Tokuyama,دەستکێشی نیتریل Tokuyama,30000.00,3,/images/p-gloves.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,10800,percent,,
9208ab7e-4531-440f-a9d7-a36eb1c0e0a8,5ff03e68-688a-4207-a10e-460ee2d2010d,c6613509-c907-485b-aa8e-27d128447706,لاصق أسنان Bisco,لینکی ددان Bisco,21000.00,3,/images/p-curing-light.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,2250,fixed_per_item,,
bbaae578-20f9-4110-9a33-c198fc04f2e7,5ff03e68-688a-4207-a10e-460ee2d2010d,6ca85bef-b8ae-46d3-adb9-9c71e6f71aa5,كمامات طبية Bisco,دەمامکی پزیشکی Bisco,34500.00,4,/images/p-masks.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,3000,fixed_per_item,,
09c728f6-796a-477e-ad3b-7e92b322cbbb,697b3807-ff30-45cb-8b8c-7f30ec89fbe2,e9dd77d0-887d-4976-9876-04e379de1b36,مثقب ألماسي 3M,بۆری ئەڵماس 3M,25500.00,4,/images/p-instruments-set.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,9180,percent,,
e81698a4-fcb6-4e15-8935-ea5495348168,697b3807-ff30-45cb-8b8c-7f30ec89fbe2,f5b73e7a-f237-4532-8271-95659dc0a6bc,كماشة خلع 3M,کەلبەتانی دەرهێنان 3M,39000.00,1,/images/p-forceps.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,3510,percent,,
00f87d96-6faa-43dd-8e23-1af45f7fa4ed,aa2efab3-c1d6-4ed3-abee-6ee18b4666dc,81cac50f-5312-44fb-8fc0-6d018030b00f,قفازات نتريل Orodeka,دەستکێشی نیتریل Orodeka,30000.00,1,/images/p-gloves.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,1200,fixed_per_item,,
bd99d03e-6069-41fb-aa0a-5b6447a35ea0,aa2efab3-c1d6-4ed3-abee-6ee18b4666dc,f1f669c5-7666-4310-bb8b-a742587cd464,أسلاك تقويم Orodeka,تەلی ڕێکخستن Orodeka,43500.00,2,/images/p-ortho.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,2400,fixed_per_item,,
01d4642c-753d-4fe2-8b93-f08d0f12845a,fcfc767b-1283-43ad-80c1-43b4efb7a39c,b8123075-0976-41a3-8e24-6b163e4aed6f,كماشة خلع Tokuyama,کەلبەتانی دەرهێنان Tokuyama,39000.00,3,/images/p-forceps.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,14040,percent,,
6fb6b75e-fe93-4322-8d4c-b535f0ccfcc7,fcfc767b-1283-43ad-80c1-43b4efb7a39c,9630dcda-33ff-4da0-9cd4-84cbd43cf09f,مادة طبعات Tokuyama,کەرەستەی داغکردن Tokuyama,52500.00,4,/images/p-composite.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,25200,percent,,
e90a82f3-aae4-43d4-b801-b9a7e94e5419,f357bb41-d01e-4665-b27f-2d2f49cdfe32,28241f4b-3544-47c9-8d2f-c38d741cc1db,أسلاك تقويم Bisco,تەلی ڕێکخستن Bisco,43500.00,4,/images/p-ortho.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,3000,fixed_per_item,,
a5b45628-21c9-4ad3-a82f-123d868879e0,f357bb41-d01e-4665-b27f-2d2f49cdfe32,5c6a897c-f1be-432b-af58-a94efc4fd001,كومبوزيت حقنة Bisco,کۆمپۆزیتی سیرینج Bisco,12000.00,1,/images/p-composite.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,750,fixed_per_item,,
74afcea1-d14e-4c38-904f-4bf7ca6be0fa,4c960d49-8b3d-424f-a32e-0651916ce885,3cf68e82-38cd-4a22-88b9-5f793bdcb865,جهاز تعقيم 3M,ئامێری پاککردنەوە 3M,48000.00,1,/images/p-autoclave.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,4320,percent,,
77e3001c-fce4-4dc2-8962-18927a76d60a,4c960d49-8b3d-424f-a32e-0651916ce885,7443afa2-16d7-4e88-9e1c-4f11795374d7,سمنت زجاجي 3M,سیمێنتی شووشەیی 3M,16500.00,2,/images/p-cement.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,2970,percent,,
40c49137-338c-443c-8f2b-eea0157aca23,6ffaeb24-25a5-4e7e-9d55-00ed564c6f41,fd35d53d-7774-4ae6-8164-6b08b45b6e27,مادة طبعات Orodeka,کەرەستەی داغکردن Orodeka,52500.00,2,/images/p-composite.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,2400,fixed_per_item,,
cbfc05de-cdf2-4ffa-bd3b-9e0fc83250af,6ffaeb24-25a5-4e7e-9d55-00ed564c6f41,82efdfae-9758-450a-b0d0-f4e74349def6,لاصق أسنان Orodeka,لینکی ددان Orodeka,21000.00,3,/images/p-curing-light.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,3600,fixed_per_item,,
214d65d6-0aba-4546-8b6b-182f575e24f4,5182b030-c162-4afa-b7e1-298aa8da91a5,68ac69f6-ce04-4dca-b585-45c88580089c,كومبوزيت حقنة GC,کۆمپۆزیتی سیرینج GC,12000.00,3,/images/p-composite.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,pending,percent,10,3600,percent,,
681c1b2c-1004-4bde-a278-609cd3e90fed,5182b030-c162-4afa-b7e1-298aa8da91a5,420e0908-0309-433f-b83f-2480deb4c1bb,مثقب ألماسي GC,بۆری ئەڵماس GC,25500.00,4,/images/p-instruments-set.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,pending,percent,10,10200,percent,,
2c8b3db6-0adc-44b6-9388-9a546553c119,0430a94f-97c2-4409-aad1-ffc1f8d3fe8d,3cd34f41-42c4-4fd8-9d68-f1868382a17d,جهاز تعقيم GC,ئامێری پاککردنەوە GC,48000.00,3,/images/p-autoclave.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,confirmed,percent,10,14400,percent,,2026-08-21 11:23:04.365351+00
9dde53b4-b13f-487c-818a-c7ebc0467ef6,d3dd4e28-9f47-4145-8132-a83083d9b89e,4f3872e1-8b16-4d1d-8dda-2e4d13684f86,سمنت زجاجي Tokuyama,سیمێنتی شووشەیی Tokuyama,16500.00,4,/images/p-cement.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,7920,percent,,
2e647e6b-ad1c-4587-a10d-af6c7a54889f,d3dd4e28-9f47-4145-8132-a83083d9b89e,89613b1e-c4b4-4f6c-98ca-8d939f384559,قفازات نتريل Tokuyama,دەستکێشی نیتریل Tokuyama,30000.00,1,/images/p-gloves.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,3600,percent,,
e8c47623-7e7b-4e3c-8761-c72e838b3883,6cc3690e-0710-43d9-9afe-fadd34beb27c,b8123075-0976-41a3-8e24-6b163e4aed6f,كماشة خلع Tokuyama,کەلبەتانی دەرهێنان Tokuyama,39000.00,1,/images/p-forceps.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,4680,percent,,
a3ce578c-522b-4698-b9a1-e88ea5b4003d,6cc3690e-0710-43d9-9afe-fadd34beb27c,9630dcda-33ff-4da0-9cd4-84cbd43cf09f,مادة طبعات Tokuyama,کەرەستەی داغکردن Tokuyama,52500.00,2,/images/p-composite.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,12600,percent,,
3b2ec553-0b03-4549-b499-1637bc7cf6cc,69ddddbd-74d0-465b-9ce7-fac22c4e4f23,4f3872e1-8b16-4d1d-8dda-2e4d13684f86,سمنت زجاجي Tokuyama,سیمێنتی شووشەیی Tokuyama,16500.00,2,/images/p-cement.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,3960,percent,,
bc71a8cc-fae9-469f-9e70-bcc6ed989260,69ddddbd-74d0-465b-9ce7-fac22c4e4f23,89613b1e-c4b4-4f6c-98ca-8d939f384559,قفازات نتريل Tokuyama,دەستکێشی نیتریل Tokuyama,30000.00,3,/images/p-gloves.jpg,70a07ff3-7043-4af4-a786-ceaff0562092,pending,percent,12,10800,percent,,
5633024a-ce0b-4a74-8616-9a6d8fcfd693,af1f7ab3-4f2a-4317-ba26-ba749e7cb58f,c6613509-c907-485b-aa8e-27d128447706,لاصق أسنان Bisco,لینکی ددان Bisco,21000.00,1,/images/p-curing-light.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,750,fixed_per_item,,
1996342d-788d-4b17-a96b-2658b4d5299a,af1f7ab3-4f2a-4317-ba26-ba749e7cb58f,6ca85bef-b8ae-46d3-adb9-9c71e6f71aa5,كمامات طبية Bisco,دەمامکی پزیشکی Bisco,34500.00,2,/images/p-masks.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,1500,fixed_per_item,,
34db0a30-e8b4-4959-be4a-6b19dff28845,84e16819-0506-4232-959a-27a471d3853b,28241f4b-3544-47c9-8d2f-c38d741cc1db,أسلاك تقويم Bisco,تەلی ڕێکخستن Bisco,43500.00,2,/images/p-ortho.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,1500,fixed_per_item,,
897c8fe8-767e-42b6-81fb-22477fdaf32b,84e16819-0506-4232-959a-27a471d3853b,5c6a897c-f1be-432b-af58-a94efc4fd001,كومبوزيت حقنة Bisco,کۆمپۆزیتی سیرینج Bisco,12000.00,3,/images/p-composite.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,2250,fixed_per_item,,
c3516cd9-be0f-4f09-9b2c-0b2cc8524504,a41c85ad-262b-4617-a925-0058abe8b998,c6613509-c907-485b-aa8e-27d128447706,لاصق أسنان Bisco,لینکی ددان Bisco,21000.00,3,/images/p-curing-light.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,2250,fixed_per_item,,
c0dc70a5-5d1c-4bb3-b78d-461dee90798d,a41c85ad-262b-4617-a925-0058abe8b998,6ca85bef-b8ae-46d3-adb9-9c71e6f71aa5,كمامات طبية Bisco,دەمامکی پزیشکی Bisco,34500.00,4,/images/p-masks.jpg,7d68f829-9d61-47c4-a843-220357f43486,pending,fixed_per_item,750,3000,fixed_per_item,,
8401ac8b-4a10-42fe-8165-483179b58a64,d74338a4-0155-4146-a4c6-11b1d1d0b314,e9dd77d0-887d-4976-9876-04e379de1b36,مثقب ألماسي 3M,بۆری ئەڵماس 3M,25500.00,2,/images/p-instruments-set.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,4590,percent,,
eb072d12-7a05-4ad9-bd79-8fad91d7c75c,d74338a4-0155-4146-a4c6-11b1d1d0b314,f5b73e7a-f237-4532-8271-95659dc0a6bc,كماشة خلع 3M,کەلبەتانی دەرهێنان 3M,39000.00,3,/images/p-forceps.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,10530,percent,,
ef3b4958-2084-4d57-8969-b41a443b0b9a,d2b6c10e-e724-48e1-9a58-8b3b15b57879,3cf68e82-38cd-4a22-88b9-5f793bdcb865,جهاز تعقيم 3M,ئامێری پاککردنەوە 3M,48000.00,3,/images/p-autoclave.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,12960,percent,,
814b90be-2110-4fae-82e5-e57246c414c8,d2b6c10e-e724-48e1-9a58-8b3b15b57879,7443afa2-16d7-4e88-9e1c-4f11795374d7,سمنت زجاجي 3M,سیمێنتی شووشەیی 3M,16500.00,4,/images/p-cement.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,5940,percent,,
eb73fcbc-6d2f-4035-904b-31ddcab33bd1,df1ebc43-c903-46ec-9821-70a75677ed97,e9dd77d0-887d-4976-9876-04e379de1b36,مثقب ألماسي 3M,بۆری ئەڵماس 3M,25500.00,4,/images/p-instruments-set.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,9180,percent,,
1af4ad85-a9a3-42ba-9e5c-74e74ae17f0b,df1ebc43-c903-46ec-9821-70a75677ed97,f5b73e7a-f237-4532-8271-95659dc0a6bc,كماشة خلع 3M,کەلبەتانی دەرهێنان 3M,39000.00,1,/images/p-forceps.jpg,9b7ecc92-58ea-4e1a-9b15-541739421ee5,pending,percent,9,3510,percent,,
e6f7d104-75ce-45e4-9c97-f75b5f30cc92,ac1737b5-8d2d-46aa-aa4d-061473023fbb,81cac50f-5312-44fb-8fc0-6d018030b00f,قفازات نتريل Orodeka,دەستکێشی نیتریل Orodeka,30000.00,3,/images/p-gloves.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,3600,fixed_per_item,,
4abdb58d-49ef-4038-b76b-e9d382fa6485,ac1737b5-8d2d-46aa-aa4d-061473023fbb,f1f669c5-7666-4310-bb8b-a742587cd464,أسلاك تقويم Orodeka,تەلی ڕێکخستن Orodeka,43500.00,4,/images/p-ortho.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,4800,fixed_per_item,,
3069b78a-f193-4c4d-9432-2e4101833f6d,fb01f362-0301-40f0-8c2e-472a494e8907,fd35d53d-7774-4ae6-8164-6b08b45b6e27,مادة طبعات Orodeka,کەرەستەی داغکردن Orodeka,52500.00,4,/images/p-composite.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,4800,fixed_per_item,,
3cea6fad-cbb6-4a4b-b6c7-261cf863abee,fb01f362-0301-40f0-8c2e-472a494e8907,82efdfae-9758-450a-b0d0-f4e74349def6,لاصق أسنان Orodeka,لینکی ددان Orodeka,21000.00,1,/images/p-curing-light.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,1200,fixed_per_item,,
2823b63c-f7a2-48b0-a28a-b7551249aafb,d0c19909-f842-4866-bac9-4ebece7b9787,81cac50f-5312-44fb-8fc0-6d018030b00f,قفازات نتريل Orodeka,دەستکێشی نیتریل Orodeka,30000.00,1,/images/p-gloves.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,1200,fixed_per_item,,
6e4eed8c-54e1-4244-9f96-f0e88b255fc9,d0c19909-f842-4866-bac9-4ebece7b9787,f1f669c5-7666-4310-bb8b-a742587cd464,أسلاك تقويم Orodeka,تەلی ڕێکخستن Orodeka,43500.00,2,/images/p-ortho.jpg,e557cc88-e944-46eb-be3b-af73d908508e,pending,fixed_per_item,1200,2400,fixed_per_item,,
ca7d4eeb-da11-47d0-b60f-fdb9c83ab798,1bd29c69-5cad-4760-b712-d0ce3bb3ac89,68ac69f6-ce04-4dca-b585-45c88580089c,كومبوزيت حقنة GC,کۆمپۆزیتی سیرینج GC,12000.00,1,/images/p-composite.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,pending,percent,10,1200,percent,,
511ce0e2-a23d-4285-ad4e-3456e6678671,1bd29c69-5cad-4760-b712-d0ce3bb3ac89,420e0908-0309-433f-b83f-2480deb4c1bb,مثقب ألماسي GC,بۆری ئەڵماس GC,25500.00,2,/images/p-instruments-set.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,pending,percent,10,5100,percent,,
ad28bf13-43fb-45f7-89f3-9da7730ccf0b,c91eefbe-b907-4bec-babb-aebceab9509b,7e72a2f8-7ff7-4f45-8ac8-ccd17ccd1324,كومبوزيت حقنة Orodeka,کۆمپۆزیتی سیرینج Orodeka,12000.00,1,/images/p-composite.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,1200,fixed_per_item,,
950473e7-cb03-40c2-a5fe-171bba8e8752,a4aaed9b-2011-4494-8cc5-6391ca2a345a,7e72a2f8-7ff7-4f45-8ac8-ccd17ccd1324,كومبوزيت حقنة Orodeka,کۆمپۆزیتی سیرینج Orodeka,12000.00,1,/images/p-composite.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,1200,fixed_per_item,,
84e87410-bc1a-4582-9ce0-6c06dd13352b,a4aaed9b-2011-4494-8cc5-6391ca2a345a,563b0af9-0235-43ee-befb-6a8a763a81f5,سمنت زجاجي Orodeka,سیمێنتی شووشەیی Orodeka,16500.00,3,/images/p-cement.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,3600,fixed_per_item,,
4a0641c4-35c6-4783-bad4-a2b5177d26cb,c62d446c-43c9-448c-9a9a-68ba263352db,22bc622c-0593-49dc-bfe8-f04b85612b50,جهاز تعقيم Orodeka,ئامێری پاککردنەوە Orodeka,48000.00,1,/images/p-autoclave.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,1200,fixed_per_item,,
b90d9c9f-2813-43b8-88fa-69e3bf858ee1,c62d446c-43c9-448c-9a9a-68ba263352db,f1f669c5-7666-4310-bb8b-a742587cd464,أسلاك تقويم Orodeka,تەلی ڕێکخستن Orodeka,43500.00,2,/images/p-ortho.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,2400,fixed_per_item,,
068cdb0d-e103-475b-b6e9-49a892e5350a,c62d446c-43c9-448c-9a9a-68ba263352db,f6da0c4a-cb52-4052-bf88-45ac485519ea,كماشة خلع Orodeka,کەلبەتانی دەرهێنان Orodeka,39000.00,3,/images/p-forceps.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,3600,fixed_per_item,,
4834f0fc-59ce-4dfe-8630-2bdbc6009f11,c62d446c-43c9-448c-9a9a-68ba263352db,c1bb8481-f4ea-4374-aab6-274773ef48a7,كمامات طبية Orodeka,دەمامکی پزیشکی Orodeka,34500.00,3,/images/p-masks.jpg,e557cc88-e944-46eb-be3b-af73d908508e,new,fixed_per_item,1200,3600,fixed_per_item,,
3355101b-38a6-4766-a6d4-08cf210b3b6b,8930d659-7e1f-40ff-9441-d1c2e372e5d2,a6311b7d-4deb-4214-9136-44e31937e95e,GC luting cement,GC luting cement,24000.00,1,https://www.gc.dental/sea/sites/sea.gc.dental/files/products/images/gold%20label%201.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,new,percent,10,2400,percent,,
39e9a427-9d66-48d5-a219-8721de63408d,c1b9f1c8-d21f-4387-bc08-13ead137c897,a6311b7d-4deb-4214-9136-44e31937e95e,GC luting cement,GC luting cement,24000.00,1,https://www.gc.dental/sea/sites/sea.gc.dental/files/products/images/gold%20label%201.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,new,percent,10,2400,percent,,
da610358-209c-4e85-acf7-77ee6b6223ef,bb99cf56-4ba5-4eea-889b-d9f6347040ce,4cf627d0-d0fc-4096-b901-b0b3c08f42d9,قفازات نتريل بدون بودرة (100 حبة),دەستکێشی نایترایل بێ پۆدرە (١٠٠ دانە),11000.00,1,/images/p-gloves.jpg,5581377c-f475-42e6-a8ce-89e64a1c95ba,new,fixed_per_item,1250,1250,fixed_per_item,,
0bd76729-d35a-4ae8-95cf-67a7b0004a3f,134541b7-67ef-48d6-b7b7-ffb7ff7e6e4a,4cf627d0-d0fc-4096-b901-b0b3c08f42d9,قفازات نتريل بدون بودرة (100 حبة),دەستکێشی نایترایل بێ پۆدرە (١٠٠ دانە),11000.00,1,/images/p-gloves.jpg,5581377c-f475-42e6-a8ce-89e64a1c95ba,new,fixed_per_item,1250,1250,fixed_per_item,,
c04e0a06-9c59-4900-8e1e-e116f3b086cb,784a9038-ae71-4ae7-849c-071cfb411a23,a6311b7d-4deb-4214-9136-44e31937e95e,GC luting cement,GC luting cement,24000.00,4,https://www.gc.dental/sea/sites/sea.gc.dental/files/products/images/gold%20label%201.jpg,8c5cef4e-2041-4f96-8cdd-d37b8c1b423a,new,percent,10,9600,percent,,
4b3a675e-bc17-4dd0-a084-6bcb4d7d35ca,784a9038-ae71-4ae7-849c-071cfb411a23,39ac8de7-b865-4dd6-a29c-5017fee85c55,أسمنت زجاجي,سیمانی شووشەیی,8112.00,8,/images/p-cement.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
7380f9cb-1de0-4ab0-9095-21be00a9cab3,784a9038-ae71-4ae7-849c-071cfb411a23,fb8fa217-7cc5-4bed-9076-bc4960083735,حاصرات تقويم معدنية,براکێتی مەتەلی ڕێکخستن,18026.00,8,/images/p-ortho.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
258c6826-e6d7-409d-8315-cd2929a09c31,784a9038-ae71-4ae7-849c-071cfb411a23,46c389b4-6013-4d01-ae20-7916f53d0c84,قفازات نتريل (100),دەستکێشی نایترایل (١٠٠),2253.00,8,/images/p-gloves.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
6a612363-8261-4b3b-a7c4-3da69d9e3381,784a9038-ae71-4ae7-849c-071cfb411a23,8768f077-4f09-40e8-9613-bf432f2e55bc,كومبوزيت ضوئي A2,کۆمپۆزیتی ڕووناکی A2,10816.00,8,/images/p-composite.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
297af5e1-4ed8-4bec-83f6-c04fba47c716,784a9038-ae71-4ae7-849c-071cfb411a23,bd1baebf-6a02-4655-b105-26ba718a3f40,جهاز تعقيم أوتوكلاف 18 لتر,ئامێری دەرمانکردن ئۆتۆکلاڤ ١٨ لیتر,174252.00,8,/images/p-autoclave.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
27578891-de6f-47a3-969c-02b3c20d3f45,784a9038-ae71-4ae7-849c-071cfb411a23,516ec8bf-ff24-4cea-84d8-477570bf8262,طقم أدوات فحص الأسنان,سێتی ئامێری پشکنینی ددان,6760.00,8,/images/p-instruments-set.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
083a8e47-fe5c-497b-9915-726c55948fbc,784a9038-ae71-4ae7-849c-071cfb411a23,818cfc1d-807b-463c-a3e1-224694a7c035,ضوء تصليب LED,ڕووناکی توندکردنی LED,22232.00,8,/images/p-curing-light.jpg,,new,,,0,,b13d0094-3a44-421d-bd7f-8f8d3566fe65,
